"Phocaeicola_vulgatus"	"Faecalibacterium_prausnitzii"	"Bacteroides_uniformis"	"Prevotella_copri_clade_A"	"Bacteroides_stercoris"	"Phocaeicola_dorei"	"Bacteroides_ovatus"	"Bacteroides_fragilis"	"Eubacterium_rectale"	"Alistipes_putredinis"	"Bacteroides_caccae"	"Parabacteroides_distasonis"	"Bacteroides_xylanisolvens"	"Roseburia_faecis"	"Bacteroides_thetaiotaomicron"	"Roseburia_intestinalis"	"Phocaeicola_massiliensis"	"Alistipes_onderdonkii"	"Parabacteroides_merdae"	"Akkermansia_muciniphila"	"Escherichia_coli"	"Bacteroides_eggerthii"	"Sutterella_wadsworthensis"	"Dialister_invisus"	"Bacteroides_faecis"	"Bacteroides_cellulosilyticus"	"Lachnospira_eligens"	"Faecalibacterium_SGB15346"	"Eubacterium_siraeum"	"Barnesiella_intestinihominis"	"Alistipes_finegoldii"	"Phascolarctobacterium_faecium"	"Prevotella_sp_885"	"Flavonifractor_plautii"	"Lachnospira_pectinoschiza"	"Veillonella_parvula"	"Enterocloster_bolteae"	"Dysosmobacter_welbionis"	"Candidatus_Cibionibacter_quicibialis"	"Firmicutes_bacterium_AF16_15"	"Ruminococcus_bicirculans"	"Clostridium_sp_AF34_10BH"	"Odoribacter_splanchnicus"	"Alistipes_shahii"	"Ruminococcus_bromii"	"Bacteroides_finegoldii"	"Anaerostipes_hadrus"	"Prevotella_copri_clade_B"	"Roseburia_inulinivorans"	"Prevotella_marseillensis"	"Bacteroides_caecigallinarum"	"Phocaeicola_coprocola"	"Fusicatenibacter_saccharivorans"	"Ruminococcus_gnavus"	"Dysosmobacter_sp_BX15"	"Faecalibacterium_SGB15315"	"Alistipes_SGB2313"	"Ruminococcus_torques"	"Waltera_intestinalis"	"Blautia_wexlerae"	"Phocaeicola_plebeius"	"Ruminococcus_sp_BSD2780120874_150323_B10"	"Oscillibacter_sp_ER4"	"Parasutterella_excrementihominis"	"Acidaminococcus_intestini"	"Veillonella_dispar"	"Klebsiella_pneumoniae"	"GGB3746_SGB5089"	"GGB1266_SGB1699"	"Dorea_longicatena"	"GGB1543_SGB2126"	"Coprococcus_eutactus"	"Paraprevotella_clara"	"Prevotella_copri_clade_E"	"GGB3278_SGB4328"	"Roseburia_hominis"	"Prevotella_copri_clade_C"	"GGB1680_SGB2312"	"Bacteroides_ilei"	"GGB3277_SGB4327"	"Clostridium_sp_AF36_4"	"Clostridium_fessum"	"Lacrimispora_amygdalina"	"Akkermansia_sp_KLE1798"	"Bifidobacterium_longum"	"Clostridiales_bacterium"	"Clostridiaceae_bacterium"	"Clostridium_sp_AM22_11AC"	"GGB9708_SGB15234"	"Bifidobacterium_adolescentis"	"Alistipes_dispar"	"Enterocloster_clostridioformis"	"Eisenbergiella_massiliensis"	"Eubacterium_ventriosum"	"Lachnospira_sp_NSJ_43"	"Prevotella_stercorea"	"GGB9342_SGB14306"	"Hungatella_hathewayi"	"GGB781_SGB1024"	"Blautia_obeum"	"Haemophilus_parainfluenzae"	"Blautia_faecis"	"Bilophila_wadsworthia"	"Clostridium_leptum"	"Parasutterella_SGB9260"	"Clostridium_symbiosum"	"Ruthenibacterium_lactatiformans"	"Clostridium_sp_AF20_17LB"	"GGB9713_SGB15249"	"GGB51647_SGB4348"	"Roseburia_sp_AF02_12"	"GGB1549_SGB2133"	"Clostridium_sp_AT4"	"GGB6601_SGB9333"	"GGB4237_SGB5728"	"Phocaeicola_sartorii"	"Proteus_mirabilis"	"Clostridium_sp_1001270H_150608_G6"	"Alistipes_communis"	"Dysgonomonas_mossii"	"GGB33469_SGB15236"	"Vescimonas_coprocola"	"Rikenellaceae_bacterium"	"Prevotella_SGB48271"	"Bacteroides_salyersiae"	"Ruminococcus_lactaris"	"GGB3304_SGB4367"	"Bacteroides_intestinalis"	"Phascolarctobacterium_succinatutens"	"Bacteroides_mediterraneensis"	"Collinsella_aerofaciens"	"GGB33512_SGB15201"	"GGB3175_SGB4191"	"Clostridium_sp_AM49_4BH"	"Lactobacillus_acidophilus"	"GGB16040_SGB9347"	"Collinsella_SGB14861"	"Veillonella_rogosae"	"Butyrivibrio_crossotus"	"GGB9453_SGB14844"	"Lacrimispora_celerecrescens"	"Coprococcus_comes"	"Tyzzerella_nexilis"	"Oscillospiraceae_bacterium"	"Clostridiaceae_bacterium_Marseille_Q4149"	"GGB3267_SGB4317"	"GGB9480_SGB14874"	"GGB3478_SGB14857"	"Gemmiger_formicilis"	"GGB58485_SGB80143"	"GGB28645_SGB41268"
"CSM5MCZD"	0.168084302740565	0.178450911154392	0.152511843695848	0	0.0240748341918181	0	0.0119382128304104	0	0.118511361677036	0.042978586711826	0.0139493538491552	0.00913486167234896	0	0.0624706822322431	0.00639653914765262	0	0	0.00601348727082302	0.0105969379345601	0	0	0	0.00712395798438293	0	0	0	0.0116002538015348	0	0.00725484590883864	0	0.0000327516474612664	0	0	0.00910839929052337	0	0	0	0.00384345329573539	0	0.00781637053125427	0.00118795921280703	0.00105529130751103	0.00465203925878275	0	0.0157978046190978	0	0.00246420547529226	0	0.00623990083370743	0	0	0	0.00376026885779935	0	0.0276247093142956	0.0104961910189999	0	0	0	0.00304530988695104	0	0	0.0118102915406885	0.0000323956512932091	0	0	0	0.00183694022717539	0	0.00570365193922386	0	0	0	0	0	0	0	0	0	0	0.0165901334238038	0	0.00170047502942012	0	0.000585376365675466	0.000897110343504263	0.00186530125523062	0	0.000920012763649279	0.000685529954288906	0	0	0.000187491315176817	0	0	0	0	0	0	0.00407105351251333	0	0.0018568760125866	0.000189864622963864	0.000964630950045787	0	0	0.0000810484609276997	0.0010192170291479	0	0	0	0	0	0	0	0	0	0	0.00367257513506791	0	0.00919692367098028	0	0	0	0	0	0	0	0	0	0.000755898530174888	0.00300318367373094	0	0	0	0	0	0	0	0.00271126681592399	0	0.00144712442315271	0	0	0	0	0	0	0	0	0
"CSM5MCZF"	0.161177343722683	0.206802635488825	0.212618173850585	0	0.0245197004554374	0	0.00868390301466013	0	0.072429687579638	0.0496946450506981	0.0225060687905506	0.00748576422369189	0	0.0397340134076236	0.00861419152705096	0	0	0.00752116801378271	0.00966950945582621	0	0	0	0.00634571833906462	0	0	0	0.0217639045097304	0	0.00968551240738429	0	0.000494008922412757	0	0	0.0102517538303229	0	0	0	0.00232338742586715	0	0.000902193796401024	0.00253087774983594	0.000557034245329851	0.00669822171037135	0	0.00681933993962941	0	0.00281257354096103	0	0.00722829207841841	0	0	0	0.00422894436310829	0	0.0238918586299259	0.0103359337398887	0	0	0	0.000712788999878004	0	0	0.0106303442048544	0	0	0	0	0.000791817274353176	0	0.00342583733525866	0	0	0	0	0	0	0	0	0	0	0.0146033509522907	0	0.000746439041852869	0	0.0000948120075187554	0.000557911119387827	0.000872160859915313	0	0.00137998054874121	0	0	0	0	0	0	0	0	0	0	0.00215831588445299	0.000385276539223617	0.000331348784658035	0	0.00142250894055309	0	0	0	0.000490062989151862	0	0	0	0	0	0	0	0	0	0	0.00531473366539823	0	0.0045269719335632	0	0	0	0	0	0	0	0	0	0.0000221410699639169	0.00202766164981443	0	0	0	0	0	0	0	0.000425941573662298	0	0.000753234815802191	0	0	0	0	0	0	0	0	0
"CSM5YRY7_P"	0.283542635327315	0.0112882940203539	0.290956821889557	0	0	0.0000342832202073371	0	0.17304916306995	0	0	0.0410290393375612	0	0	0.00809736517398631	0.140329091984573	0	0	0	0	0.00619821977905656	0.000418648870326464	0	0	0.00204425352638135	0.000085759837860047	0	0	0	0	0	0	0	0	0.00304198845162995	0	0	0.00505340880337165	0.00140395483356636	0.0000145004556768193	0	0.0002193711794536	0	0	0	0	0	0.000308548981866041	0	0.00661086131774548	0	0	0	0.000112792830228976	0	0	0	0	0.00131560562862116	0	0.000110824911244264	0	0	0	0	0	0	0	0.00115837925921108	0	0.000329471067914023	0	0	0	0	0	0.00166340941549802	0	0	0	0	0	0.00428602397401767	0	0	0	0.00195559359738594	0.0001928560605017	0	0	0	0	0.0106652922996677	0.000272194267990585	0	0	0	0	0	0	0.00139359736522577	0.000396069589343987	0	0	0	0	0.000237911047783248	0.000326156678045036	0	0	0	0	0	0.00124279262618685	0	0	0.0000452621366483577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000569557184048794	0	0	0	0
"CSM67U9B"	0.156705960450706	0.0882796900490466	0.130996056782679	0	0.0177918944443158	0.0000112532246497618	0.0183758603254127	0	0.154714358196914	0.0250755714125266	0.0134272820993317	0.0040943164441733	0	0.107466438076892	0.0033802283246505	0	0	0.00604669629360297	0.00592367560471333	0	0	0	0.0101791425960556	0	0	0	0.0180478779914458	0	0.0672042576083816	0	0.000836234771546429	0	0	0.000681967264697256	0	0	0	0.000614447916798682	0	0.00510120691380641	0.00126462209049515	0.00308261877177717	0.00260692420745614	0	0.0140971221025132	0	0.00222180171337447	0	0.0104274783206081	0	0	0	0.00236055506585212	0	0.0287193218522764	0.0100922851824967	0	0	0	0.00143385747867459	0	0	0.0158044438656378	0	0	0	0	0.0107092459552851	0	0.0035552542070672	0	0	0	0	0	0.0100951258023112	0	0	0	0	0.00646404889711843	0	0.00111264893041924	0	0.00227424392533452	0.0000511311566610564	0.000372776723349413	0	0.00443486305808892	0.00174872925965144	0	0	0.00011821348612663	0	0	0	0	0	0	0.00522488313034555	0.00241714895292568	0.00248193693561801	0.000129575965384643	0.0000952700183941048	0	0	0	0.00077494293631811	0	0	0	0	0	0	0	0	0	0	0.00434920744522083	0	0.0122246073717143	0	0	0	0	0	0	0	0	0	0.00172141560758891	0.00101716040280863	0	0	0	0	0	0	0	0.00045176780511425	0	0.00111035458364598	0	0	0	0	0	0	0	0	0
"CSM67U9D"	0.134256029895449	0.160337030741538	0.165338733210768	0	0.053511672764385	0	0.0148040997069784	0	0.0783471417532704	0.0377941457429992	0.0134762408226618	0.00711927441253626	0	0.0329094460867593	0.00411646321301805	0	0	0.00775249900558795	0.00844590286574117	0	0	0	0.00885988700615529	0	0	0	0.0127344027196554	0	0.0559277920383501	0	0.000114653808139547	0	0	0.00408279414350585	0	0	0	0.00182260404861053	0	0.00616468358457245	0.00635327511679029	0.000334117975524712	0.00408279414350585	0	0.0362682993070659	0	0.00163569037699962	0	0.00349397692785065	0	0	0	0.00380180842053361	0	0.0346734368715014	0.0163546666225203	0	0	0	0.000539823685933129	0	0	0.0169762580486973	0	0	0	0	0.00410035575119162	0	0.0018086218768862	0	0	0	0	0	0.00033959898684065	0	0	0	0	0.00983796788261598	0	0.00183625064821348	0	0.000467116392966587	0.000420807440215589	0.00114653808139548	0	0.00604857563057357	0.000451120788513948	0	0	0.0000151007454622816	0	0	0	0	0	0	0.00479487818508279	0.000397764821213885	0.000553246570788492	0.0000671144242768084	0.0016718203087353	0	0	0	0.00107897622762349	0	0	0	0	0	0	0	0	0	0	0.00477071699234314	0	0.0208486484720954	0	0	0	0	0	0	0	0	0	0.000766894154736331	0.00416769389021601	0	0	0	0	0	0	0	0.000981324740300735	0	0.000999221920107883	0	0	0	0	0	0	0	0	0
"CSM67U9H_P"	0.00849771611841033	0.0060726582744497	0.00276606963338168	0.720498595132112	0.00152131093862072	0.00959396614877964	0.00944480085064713	0	0.138802961067967	0	0.00581700887134072	0.00343342839201122	0	0	0	0.00240524939277795	0	0	0	0.0185390687226307	0.000796934483492993	0	0.00709744466602185	0	0	0	0.00353827091263554	0.0234478436914023	0	0	0	0	0	0.000556934851207889	0	0	0.000194910782079238	0.00339742297522061	0.000475512267340985	0	0	0.00210549609007439	0	0	0	0	0	0	0.00026670273774683	0	0	0.00560973148714191	0.0000306429079068987	0.000058659280850349	0	0	0	0.0000766072697672458	0.00595227542195832	0.000111956052816991	0.00625979889059541	0	0	0	0	0	0	0	0	0.0010602446135787	0	0	0	0	0	0	0	0	0	0	0	0	0.00164081827945763	0	0.000045198289162676	0.0000408207308902605	0	0	0	0	0	0.0000250615211095706	0	0.000609246672563237	0	0	0	0.0000506702370031925	0	0.000366729944271494	0.0000541722836211236	0.000624677565473497	0	0.000405033579155118	0	0.0000412584867175019	0	0	0	0	0.00678018113022864	0	0.000501668178018659	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00038424017736115	0	0	0	0
"CSM67U9H"	0.00922213996364234	0.00574623473690591	0.0032708545013011	0.710443647049272	0.00234112343725415	0.0119847444010976	0.0088122573502588	0	0.15078767270928	0	0.00579142467799705	0.00359331153857853	0	0	0	0.00212348955630918	0	0	0	0.0132671320756451	0.000383184439954385	0	0.00635525946357242	0	0	0	0.00635536888231598	0.0210229514568121	0	0	0	0	0	0.00128413837444451	0	0	0.000117734568072792	0.00421557593321605	0.000478488165596951	0	0	0.00228717999667805	0	0	0	0	0	0	0.0000168504865085592	0	0	0.00461200004114145	0	0	0	0	0	0	0.00744758678055261	0	0.0047330171715211	0	0	0	0	0	0	0	0	0.000989911373006088	0	0	0	0	0	0	0	0	0	0	0	0	0.00157004955137221	0	0	0.000110622349741257	0	0	0	0	0	0	0	0.000557488498448769	0	0	0	0	0	0.000206473169101635	0	0.000730370113276848	0	0.0000445334286297642	0	0.000157015897011577	0	0	0	0	0.0083985450808506	0	0.000437346718017611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000104276062614657	0	0	0	0
"CSM67U9J"	0.269256676686662	0.016057709570816	0.405713341202996	0	0	0.0000183520820376698	0	0.0284614230180264	0	0	0.0152276400707569	0	0	0.00871796339218435	0.0723914779209361	0	0	0	0	0.0333783321555402	0.00153264032490912	0	0	0.0131298280615167	0	0	0	0	0	0	0	0	0	0.0191495524446362	0	0	0.0143617115682953	0.0139595353494303	0	0	0.000768010485800136	0	0	0	0	0	0.00228990518372668	0	0.000992944228143425	0	0	0	0.00283080865431064	0	0	0	0	0.00230246187143666	0	0.000115666411790053	0	0	0	0	0	0	0	0.00152249838483567	0	0.000338789093405939	0	0	0	0	0	0.000163961364520764	0	0	0	0	0.00123152129463314	0.0289237264530412	0	0	0	0.0127333264995975	0.000301843454566945	0	0	0	0	0.00821014196422093	0.000727684200269993	0	0	0	0	0	0	0	0	0	0	0.000211894105105995	0	0	0.0035948348065105	0	0	0	0	0	0.0155939572872194	0	0	0.000010504152218929	0	0	0	0	0	0	0	0	0	0.000218413923724642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00115388715811852	0	0	0	0	0	0.00440703517405924	0	0	0	0
"CSM67U9N"	0.0447266736615856	0.012837620661752	0.0988307155197184	0.181004090131235	0.0299662904437261	0.0889136055494624	0.0758322189232001	0	0.11839824517311	0	0.12135020179405	0.0457516669343171	0	0	0	0	0	0	0	0	0.00428264753601939	0	0.0430350746936842	0	0	0	0.0029123491525562	0.0310638974084953	0.00846519619739498	0	0	0	0	0.00749721367461048	0	0	0	0.0194122203682726	0.00150208323281438	0	0	0	0	0	0	0	0	0	0	0	0	0.0307584398114108	0	0	0	0	0	0	0.00913048164361872	0	0.0190934402590952	0	0	0	0	0	0	0	0	0.000360067894402168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0000698531715140202	0.00210591709172682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000077054529402063	0	0	0	0.00103903592061319	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0015836986222122	0	0	0	0
"CSM67U9P_P"	0.0854447600212963	0.0110788347952731	0.27589473681116	0.0205788217129287	0.0293986737148655	0.04494373268978	0.0250096206678698	0	0.00865404431122339	0	0.144401006487961	0.0477096930764412	0	0	0	0	0	0	0	0	0.0018006597617367	0	0.0143991044032819	0	0	0	0.00123194526229512	0.014005164145204	0.0606812050220915	0	0	0	0	0.0127524929215697	0	0	0.00585354065566358	0.00403788764529854	0.00670521597480664	0.000499039991109884	0	0	0	0	0	0	0	0	0	0	0	0.00144817142633714	0	0	0	0	0	0.00301849373120515	0.0229521647752145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0280098873125072	0.0216969946768088	0	0	0	0	0	0	0.00918409974802523	0	0	0	0	0.00449150691262258	0	0	0	0	0	0.00233086219117215	0	0.00564628104227185	0.0752208343831057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0109205237288739	0	0	0	0
"CSM67U9R_P"	0.203859108399946	0.0187259471959831	0.271142667266959	0.0957964525110693	0.0543571642605277	0.0631061082135732	0.0395647365560719	0	0.00819512006443743	0	0.0502897646645624	0.0669344115267202	0	0	0	0	0	0	0	0	0.0000324627596315678	0	0.0342111440049169	0	0	0	0	0.0060669674498672	0.00116831399822974	0	0	0	0	0.00861034408568235	0	0	0.0000825382931057962	0.0126272076834978	0.00208107010148757	0	0	0	0	0	0	0	0	0	0	0	0	0.0166781456673094	0.000249802086526607	0	0	0	0	0.00215094561601367	0.00536982393097082	0.000359047330818658	0.00420956806456452	0	0	0	0	0	0	0	0	0.000208475381889255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113857949180125	0.00262338237320501	0.0000666522617967298	0	0	0	0	0	0.000201107947079255	0.000338671768922248	0	0	0	0	0	0.00085381662477781	0	0.000790617848048268	0	0.00349607804968345	0	0.000694841195518251	0.007362945279414	0	0	0	0	0	0.00220182696267024	0	0	0.0000678034234857926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0014649683655012	0	0	0	0	0	0	0	0	0	0	0.00071245396936091	0	0	0	0	0.00166170189816202	0	0	0	0
"CSM67U9T_P"	0.00869348869213575	0.000391772446610628	0.241646095846465	0.00277498566129446	0.00109096590998696	0.164777042466639	0.214672210136116	0.0000134879285114878	0.000438876443104597	0.000159157556435567	0.0375613908253865	0.134175630259773	0.000257411927976951	0.0000249007910981328	0.0437988314888764	0	0.000260835786752945	0	0	0.000838119127044666	0	0	0.0000447176706803971	0.0112027621617539	0.0000556117667858295	0.0486734726062247	0	0	0	0	0	0.0000131766686227617	0	0.0109373612299663	0	0	0.00271418622969652	0.0104171422026078	0	0	0	0	0	0	0	0.000373408113175755	0	0	0.00391596066007017	0	0	0	0.00153139865253519	0	0	0	0	0.00911483082817541	0.000191113571678172	0	0	0	0	0	0	0	0	0	0	0.00270453717314599	0	0	0	0	0	0	0	0	0	0	0	0.00417534390067572	0	0	0.00270464092644223	0.00215983236787433	0.000997899203257686	0.0000538479607497128	0	0	0	0	0.000894768426792918	0	0	0	0	0.000497704562073937	0	0.0120329960382841	0.0000183643334348723	0.000893315880645527	0	0.0173232728603788	0	0.000426218540963045	0.000985760067597346	0	0	0	0	0	0.00322081357524728	0	0	0.0000321635218350886	0	0	0	0	0	0	0	0	0	0	0	0.0000821726106238383	0	0	0	0	0	0	0	0	0	0.0000360023937960506	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSM67U9V_P"	0.167836373672793	0.0291096731473967	0.184059866369561	0	0	0.0000235139743026743	0.0310273683849704	0.0550067103657332	0.00117601223479111	0.0742289140786838	0.0289330570737455	0.00783506525075616	0.147243566524378	0.00273347338604783	0.0212046930130472	0.0002706719708619	0	0.0713305293528599	0	0	0.00169028897942872	0	0	0.00173574932974723	0	0	0.00218303737426033	0.0128737441708858	0	0	0.0126100741390384	0	0	0.000385942698221235	0.0105095969412186	0	0	0.0044047421729295	0.000644805428655571	0	0.0267319400659102	0.000918612596091162	0.0177477207643442	0	0	0.00000261266381140759	0.000959161138444219	0	0.000716601430193071	0	0	0	0.00147991728933412	0	0	0	0	0.00104820072113701	0	0.00170711453437419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00236926805073751	0	0	0	0	0.00322308658430575	0	0.000492121355516869	0	0	0.00218930776740771	0.00083375327549662	0	0	0.000324492845376912	0	0	0	0.000054447913829749	0.00427651263306558	0	0	0	0	0.000158327426971344	0	0.000534028483051858	0	0	0	0	0.00036869911706594	0	0	0	0	0	0	0	0	0.0000234094677502184	0	0	0.0313018025917207	0	0.020598659515353	0.00470969229299708	0	0	0	0	0	0	0	0	0.000109313853869323	0.00175414248297954	0	0	0	0	0	0	0	0	0	0.000255727533860645	0	0	0	0	0.00605385557069043	0	0	0	0
"CSM67U9X_P"	0.592591541533514	0.0360133626167533	0.0123972304136283	0.0028291197288816	0.0844853397822663	0.00195637510744794	0.00307249702847319	0	0.0396011984815395	0.0216492693539962	0.0129291234304375	0.0127718073052262	0.010349344618966	0.0115335340399192	0.0019571976754229	0.000014394939561818	0.0232122513274191	0.0043398686358944	0.00130839718517239	0	0.000141070407705816	0.00018435804738814	0.0099240769759111	0.00472997149801967	0	0.000424033791092411	0.000131713696990634	0	0.000434418711776294	0	0	0.00943763083971852	0	0.00167762738493302	0.0000179936744522721	0.000420846340189437	0.000155773810258245	0.00200408404999568	0.00106162679268408	0.000132844727956206	0	0.00436629363209002	0.00174456385389548	0.00337139766637466	0	0.032923488839809	0.00445225198547345	0	0.00138150291394705	0	0	0	0.0030242739809411	0.0000152175075367791	0	0	0	0.000836654451532238	0	0.00425308771453601	0	0	0.00411592450471126	0.000150427118420998	0.00062237549405489	0	0	0	0	0.00487803373351265	0	0	0	0	0	0.000186620109319283	0	0	0	0	0	0.00024029266968549	0.00447425567880366	0	0.0000756762536964147	0.000137471672815362	0.000575283477488371	0.00363893790023073	0	0.0000310519410547777	0	0	0	0	0	0	0	0	0	0.000217569229377192	0	0.000135003968890478	0.000167186940910829	0.00021561563043666	0.00293584792363279	0	0.000250163485385023	0	0	0	0	0	0.00203719241098786	0.0000196388104021943	0	0.0000939783911392966	0	0	0	0	0	0	0	0	0.00120948338618333	0.00652584302935334	0	0.000268362801831036	0	0	0.000351133704311489	0	0	0	0	0	0	0	0	0.000970835852447757	0.00311763544609918	0.000940400837374199	0	0	0	0	0	0	0.00115910109771696	0	0
"CSM67UA2"	0.355869658819928	0.00821256351091172	0.199280358987142	0	0	0.00000720976940718824	0	0.0123080306122568	0	0	0.0110775986421035	0	0	0.0141204394099991	0.108100737866886	0	0	0.135403180377722	0	0.076833982442303	0.00149040777289481	0	0	0.0187057467269502	0	0	0	0	0	0	0	0	0	0.0138040577642484	0	0	0.00253423394662671	0.0107437227029383	0	0	0	0	0	0	0	0	0.0013941361461047	0	0.000440007985879878	0	0	0	0.00180604723650069	0	0	0	0	0.00162930186000388	0	0.000148224376930137	0	0	0	0	0	0	0	0.00220099416358564	0	0.00111899862240391	0	0	0	0	0	0.000185969640297181	0	0	0	0	0	0.00712208588807448	0	0	0	0.00486076291871399	0.000669872398744355	0	0	0	0	0.0000581022593402823	0.0000604348317955492	0	0	0	0	0	0	0.000488885981419788	0	0	0	0.00122905363188423	0	0	0.00219866159113037	0	0	0	0	0	0.000992085475633258	0	0	0	0	0	0	0	0	0	0	0	0	0.000393886666878012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00225686987649135	0	0	0	0	0	0.00225368909587053	0	0	0	0
"CSM67UAA"	0.0435834007924255	0.0107353638315521	0.0040108909820162	0	0.00291518187118513	0.00622734556776992	0	0	0.00228256367786479	0.00969676381266843	0.00256107277383769	0.00167481821226942	0.00297965459963008	0.00218405458516463	0.00133772729704959	0.00654201830076397	0	0	0.000184745457904461	0	0.159872893815871	0	0	0	0	0.00102190910948926	0.000298309096332892	0	0.00022320000405818	0.000283909096071074	0.000649472739081322	0.000174272730441322	0	0.000221890913125288	0	0.46715106303911	0	0.000112254547495536	0.0000849272742714037	0	0	0.0032188909676162	0.000728672740521322	0	0	0	0	0	0.000325963642290247	0	0	0	0	0.0778779832341452	0.000230890913288924	0	0	0	0	0	0	0	0	0.000761400013843637	0	0.000286527277936859	0.175742348649861	0	0	0	0	0	0	0	0.00182176366948661	0	0	0	0	0	0	0	0	0	0.000462600008410909	0	0.000667472739408595	0	0	0	0.00270523641282248	0	0	0	0	0	0	0	0	0	0.00279130914166017	0	0.0000361636370211557	0	0	0	0	0	0	0	0	0.00364860006633818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00000949090926347005	0	0	0	0	0	0	0.00167498184863603	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSM67UAG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0985381995448481	0	0	0.000867753224954631	0	0	0	0	0	0	0	0	0	0	0	0.178419849090035	0.102849108654915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0761815740425739	0	0	0	0	0	0	0	0	0	0	0	0.00262909597347781	0.0167601079466537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00140584105307021	0	0	0	0	0	0	0.344641501149571	0	0	0	0	0	0.156651396307603	0	0	0.00456710704324924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0164884659690481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"CSM67UAI_P"	0	0	0	0	0	0	0	0	0.0191220523586533	0	0	0	0	0.0351607945883737	0	0.0235141022928968	0	0	0	0	0.203333046400321	0	0	0	0	0	0	0	0	0	0	0	0	0.0219051864129435	0	0.0249786223288947	0.461905576734774	0	0	0	0	0	0	0	0	0	0	0	0.0000901457561620026	0	0	0	0.0011419236895264	0.00217314002644663	0	0	0	0	0	0.00344064047165747	0	0	0	0	0	0.00604487702016233	0	0	0	0.012048979349071	0	0	0	0	0	0	0	0	0	0	0	0.0878537770781414	0	0	0	0	0.00332226608308906	0	0	0	0	0.0892898361473098	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00335676774491911	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00131826551665774	0	0	0	0	0	0	0	0
"CSM67UAK"	0.0000428802514032497	0.000344227143802478	0.172935515212685	0	0	0.326786086371169	0.184598189419093	0	0	0	0.0580497329034391	0.0631314736520248	0	0	0.012320315047025	0.00362833725253085	0	0	0	0	0.00588353680623147	0	0	0.00708849341852784	0	0.0347036985401968	0	0	0	0	0	0	0	0.0127628004553495	0	0	0.00341425921349	0.0085602125998555	0	0	0	0	0	0	0	0	0	0	0.00675374733533714	0	0	0	0.000765918862376155	0.000575112517564203	0	0	0	0.0185880502866836	0	0	0	0	0	0	0	0	0	0	0	0.00526694464849075	0	0	0	0	0	0	0	0	0	0	0	0.000958556775715383	0	0	0.00502765560736859	0.0150570016447485	0.00743821526791215	0	0	0	0	0.00080492049807459	0.000681882188771795	0	0	0	0	0.0011097150488781	0	0.00597145209554065	0	0.0120928773316675	0	0.00455715797450931	0	0.000568432679405908	0.0108830724497401	0	0	0	0	0	0.00864306414088339	0	0	0.00000646435950802654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
